company_name,industry,funding_rounds,total_funding,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead,last_funding_year,last_funding_month,last_funding_day,last_funding_day_of_week,last_funding_day_of_year,last_funding_week_of_year,last_funding_is_weekend
Contreras and Sons,Healthcare,1.8703440009852637,4852889.97,9.627446643606794,-7.016739090040418,Marketing,16.8,1.6,-8665.87494642857,304,48528899.7,0,2024,4,22,0,113,17,False
Jones Group,Fintech,2.5570502357492844,1025270.34,9.86162934870645,19.582517454230945,Sales,22.4,6.7,438.1497179487179,492,10252703.4,0,2023,10,17,1,290,42,False
Brown Group,Fintech,1.906752974249876,13488715.12,4.9041723520267055,34.110075925546894,Engineering,24.8,-1.1,3655.478352303523,1757,80932290.72,0,2020,4,30,3,121,18,False
Whitaker PLC,Healthcare,0.9110113469736786,2209510.14,6.300552993963745,35.83666566861594,Marketing,16.7,14.1,625.9235524079321,859,17676081.12,0,2022,10,15,5,288,41,True
Torres and Sons,SaaS,3.1210591491247346,2994466.97,5.992272100154346,7.710405357349482,Operations,15.2,5.9,3254.8554021739137,657,23955735.76,0,2023,5,5,4,125,18,False
Clark-Peterson,Retail,3.5183003698992854,7539472.43,11.43727246068842,42.98682044496843,Marketing,23.7,6.2,1604.143070212766,669,90473669.16,1,2023,4,23,6,113,16,True
Wiley PLC,Healthcare,2.9719258699859226,5433452.29,9.236481597889393,39.32298695230931,Marketing,13.2,-2.8,1215.5374250559285,1521,54334522.9,0,2020,12,22,1,357,52,False
"Powell, Hall and Mason",SaaS,1.977011836514444,902582.86,16.147699496816628,14.849836845584797,Marketing,26.5,3.3,631.1768251748251,94,14441325.76,0,2024,11,18,0,323,47,False
Douglas Inc,SaaS,3.1811391404001794,5762784.78,8.547627985060718,23.191101898077907,Engineering,28.1,-4.6,2286.8193571428574,1402,46102278.24,0,2021,4,20,1,110,16,False
"Bell, Gibson and Martinez",SaaS,3.568694979654184,203999.16,8.911111785424007,34.39575032771718,Sales,25.5,11.4,59.823800586510266,1677,1835992.44,0,2020,7,19,6,201,29,True
Ramos-Hartman,Tech,3.138723082851211,5288259.39,7.354769099540158,10.823633083691991,Engineering,15.9,-3.2,4406.882825,1090,37017815.73,0,2022,2,26,5,57,8,True
Hoffman Inc,SaaS,2.835348305645831,2131277.21,9.025860127981115,20.901481465406825,Operations,22.3,0.1,807.3019734848484,1813,17050217.68,0,2020,3,5,3,65,10,False
Christensen-Fox,Retail,1.7175885236846031,108462.77,8.00270465091835,8.176615623181405,Engineering,29.9,9.5,129.12234523809525,1776,976164.93,0,2020,4,11,5,102,15,True
"Webb, Peterson and Ellis",Fintech,3.385246480484642,7858466.14,13.977619040271906,45.10615083481821,Engineering,29.5,1.7,1902.7763050847457,1274,110018525.96,1,2021,8,26,3,238,34,False
"Dunn, Dominguez and Baxter",Tech,5.571899216062711,8091739.65,12.097441766221712,10.74146230384888,Marketing,11.9,11.1,6525.596491935484,1595,97100875.8,0,2020,10,9,4,283,41,False
Dunn-Russell,Tech,0.8995533833796178,1429220.37,11.883838501133765,40.27156128685874,Marketing,7.9,10.1,305.38896794871795,454,17150644.44,0,2023,11,24,4,328,47,False
Jones-Hill,Healthcare,3.3876189516602424,559390.08,9.089848548261678,43.85582132352664,Operations,18.5,9.4,114.86449281314168,687,6712680.959999999,0,2023,4,5,2,95,14,False
Thomas-Martinez,Retail,3.14572693045682,1709178.4,7.045016721844551,43.16235124684229,Marketing,17.2,9.9,448.6032545931759,1596,11964248.8,0,2020,10,8,3,282,41,False
"Little, Ramirez and Anderson",Tech,4.10683982287384,7337166.77,7.710191016005282,17.439067796639904,Marketing,6.1,8.7,4053.6832983425406,664,58697334.16,0,2023,4,28,4,118,17,False
"Brooks, Martinez and Waller",Retail,1.967076002500177,2226045.82,23.434487265580604,21.145366248988367,Engineering,24.3,-0.5,1107.4854825870646,1750,44520916.4,1,2020,5,7,3,128,19,False
"Reilly, Jones and Wright",Fintech,1.072554286356127,8529462.64,8.89556109396908,43.0146996709564,Sales,23.6,13.8,1858.2707276688452,1385,85294626.4,0,2021,5,7,4,127,18,False
Wilson-Brock,Tech,2.0294893315823304,2631771.96,9.881058349232816,3.0413394822840694,Operations,24.2,2.9,6925.715684210526,202,23685947.64,0,2024,8,2,4,215,31,False
Matthews Ltd,Tech,4.010433421895445,12286349.13,14.08376634128733,56.31638149450005,Operations,24.4,8.1,2575.754534591196,463,172008887.82000002,1,2023,11,15,2,319,46,False
Carter Ltd,Healthcare,3.612286611869651,1016215.7,12.299083381136702,-5.457771755849004,Operations,10.6,-0.9,-2363.2923255813957,1627,12194588.4,0,2020,9,7,0,251,37,False
Padilla LLC,Retail,3.156152830785958,9223735.76,12.26807582571598,41.40624514628298,Operations,19.2,-3.8,2359.011703324808,300,119908564.88,1,2024,4,26,4,117,17,False
"Terry, Garner and Scott",Tech,2.1473817636308032,5085163.04,11.979132390223588,15.190247236333311,Operations,24.3,4.1,3345.502,482,66107119.52,0,2023,10,27,4,300,43,False
"Moreno, Manning and Nelson",Healthcare,0.9571585436500648,577977.04,7.393398238162218,16.741898936839224,Sales,20.3,-3.0,326.54070056497176,754,4623816.32,0,2023,1,28,5,28,4,True
Pierce PLC,Healthcare,3.4004776511451844,1673975.16,8.099910206966774,15.496080732672882,Engineering,21.9,11.4,904.8514378378378,480,15065776.44,0,2023,10,29,6,302,43,True
"Wood, Wallace and Bowman",Healthcare,4.927577870142732,2220336.01,8.202301269925835,-6.930531577926093,Sales,28.1,-2.6,-4111.733351851852,1329,19983024.09,0,2021,7,2,4,183,26,False
Perez Inc,Tech,4.37004369493868,4479215.96,10.193396204882008,37.01612046643741,Engineering,14.2,6.0,1151.4693984575836,1297,44792159.6,0,2021,8,3,1,215,31,False
"Morales, Rodgers and Fuentes",SaaS,1.7380367900847498,1677152.1,8.461557763475922,23.46969502973148,Sales,16.2,8.0,719.8077682403434,826,11740064.7,0,2022,11,17,3,321,46,False
"Rios, Newton and Rose",Fintech,2.949050236643484,928370.57,6.887707215307309,28.259567565303087,Operations,13.5,-3.8,314.7018881355932,1131,8355335.13,0,2022,1,16,6,16,2,True
"Ford, Perez and Vaughan",Retail,0.916254800680404,1338356.48,19.83037559462036,19.398166513934303,Marketing,25.0,6.0,662.5527128712871,655,25428773.12,0,2023,5,7,6,127,18,True
Estes Group,Fintech,2.699580533851217,2054320.63,7.270029784816946,45.41975160996469,Operations,25.5,1.0,443.6977602591792,956,16434565.04,0,2022,7,10,6,191,27,True
Johnson-Hicks,Healthcare,0.9469735476837524,2363763.12,14.071673614386008,-0.2855743468163923,Sales,6.9,13.4,33768.044571428574,1667,37820209.92,0,2020,7,29,2,211,31,False
Kaufman and Sons,Tech,3.5128039659090127,1217309.6,12.230788406353769,25.708536087926905,Sales,6.4,11.6,529.265043478261,292,14607715.2,0,2024,5,4,5,125,18,True
"Davis, Dennis and Owens",Fintech,4.757660037813678,880246.69,11.236232912117918,55.216559251174914,Operations,5.3,4.8,187.68586140724943,1739,8802466.899999999,0,2020,5,18,0,139,21,False
Perry-Henderson,SaaS,4.691165968112584,9163642.23,18.313771667782284,45.93487829634646,Marketing,17.7,4.0,2121.2134791666667,1094,174109202.37,1,2022,2,22,1,53,8,False
Kelly-Turner,Retail,4.274611730492647,3263662.79,4.935650700818106,34.51872320049045,Sales,18.9,10.8,911.637650837989,1618,13054651.16,0,2020,9,16,2,260,38,False
West and Sons,Healthcare,1.1285965081857252,8611071.46,8.799099762825854,41.44066013610657,Operations,21.6,10.2,1970.4969016018308,935,77499643.14000002,0,2022,7,31,6,212,30,True
Miller-Gallegos,SaaS,2.084874217592802,7098218.86,14.043714499875062,32.747342537606045,Marketing,11.9,1.6,2366.0729533333333,482,106473282.9,1,2023,10,27,4,300,43,False
Conrad Group,Fintech,3.799076520380551,574889.35,11.224935704338169,-4.904369836235317,Marketing,13.1,7.6,-1437.223375,384,5748893.5,0,2024,2,2,4,33,5,False
"Livingston, Young and May",Healthcare,1.7716598266975294,2698396.23,12.787555896675984,10.930075483572637,Engineering,22.8,2.8,2075.689407692308,147,35079150.99,0,2024,9,26,3,270,39,False
"Baxter, Jones and Wallace",SaaS,6.759268400012738,4458464.63,10.574340122472588,-8.839237799946508,Sales,28.8,-4.3,-5643.6261139240505,662,53501575.56,0,2023,4,30,6,120,17,True
Thomas-Phillips,Retail,2.758061639769027,7745363.03,10.214935642397569,49.31689932395376,Engineering,25.5,8.3,1801.2472162790698,1023,85198993.33,1,2022,5,4,2,124,18,False
"Moore, Leon and Fernandez",Tech,3.3419395554601907,9217256.93,8.811779589092668,21.463402671102376,Engineering,21.5,2.8,3872.797029411765,14,73738055.44,0,2025,2,6,3,37,6,False
Mcintyre Ltd,Retail,4.70695736781016,8157456.03,8.965374752870487,53.83613793058958,Sales,9.2,14.2,1919.4014188235292,1461,65259648.24,0,2021,2,20,5,51,7,True
"Contreras, Jennings and Clark",Fintech,1.9863268093940267,11777835.56,6.424558453776293,60.66572819613154,Engineering,12.0,10.4,2332.244665346535,753,94222684.48,0,2023,1,29,6,29,4,True
Bailey-Hammond,Retail,2.2635968449774886,1905388.72,9.31477507447647,33.05287727519696,Engineering,28.1,13.9,616.6306537216828,146,17148498.48,0,2024,9,27,4,271,39,False
Carr Group,Retail,3.323755592802713,2975059.42,7.446750665210615,7.373647202030379,Sales,27.0,7.1,3233.760239130435,1758,26775534.78,0,2020,4,29,2,120,18,False
Ruiz-Larson,Healthcare,5.715527377683437,962019.19,13.21445953783257,5.080876106356013,Engineering,21.4,13.3,1282.6922533333332,1473,10582211.09,0,2021,2,8,0,39,6,False
Hunter-Johnson,Fintech,1.9031901542649656,9649626.72,11.703437789138311,-6.813108226799993,Sales,7.0,11.4,-16355.29952542373,489,125445147.36,0,2023,10,20,4,293,42,False
Todd-Johnson,Retail,4.265687301894285,3376323.24,5.61817296118166,39.881242962699694,Operations,14.6,0.5,863.509780051151,790,16881616.200000003,0,2022,12,23,4,357,51,False
Hensley-Thompson,Healthcare,5.328155945738753,720480.33,10.35650082419096,-0.676768089468695,Engineering,29.4,-3.3,24016.011,92,7204803.3,0,2024,11,20,2,325,47,False
"Reed, Reynolds and Hunt",Healthcare,4.518513497844863,6378008.34,5.54682014121341,33.471791895399924,Sales,25.8,10.1,1811.9341875,1299,44646058.38,0,2021,8,1,6,213,30,True
"Rodgers, Buchanan and Hunt",Retail,2.212430613499477,1744435.72,13.448602372458936,15.986620202904334,Engineering,16.3,4.5,1063.6803170731707,1002,22677664.36,1,2022,5,25,2,145,21,False
Estrada-Jackson,SaaS,2.02490176543166,927405.0,11.45736469085342,6.12960982561652,Operations,26.7,3.1,1472.071428571429,589,11128860.0,0,2023,7,12,2,193,28,False
Hunter Group,Retail,2.6959953532761505,12539855.82,7.882161279692482,19.770266970679383,Operations,24.5,7.8,6497.334621761658,1757,112858702.38,0,2020,4,30,3,121,18,False
Gaines-Campbell,SaaS,4.064947439132971,3879204.53,13.513731286625385,31.031004025364677,Operations,25.5,7.7,1168.4350993975902,1047,50429658.89,0,2022,4,10,6,100,14,True
Cortez-Cherry,Retail,2.702596759504336,284874.95,13.776824764728357,2.425946893258925,Engineering,18.2,9.3,769.9322972972973,438,3988249.3,0,2023,12,10,6,344,49,True
Smith-Burton,SaaS,0.978448888736306,733575.22,12.4420584041938,33.84547599264648,Engineering,23.4,3.7,190.53901818181816,1666,8802902.64,0,2020,7,30,3,212,31,False
Zamora and Sons,Tech,4.747267632072841,7033258.61,10.531677431319263,37.20202779279328,Engineering,26.4,0.5,1826.8204181818185,72,70332586.10000001,0,2024,12,10,1,345,50,False
Todd-Collier,Tech,2.8085751604033886,5849777.33,8.381043960203653,30.52057369391176,Marketing,17.1,-4.3,2276.1779494163425,205,52647995.97,0,2024,7,30,1,212,31,False
Crosby Ltd,Healthcare,4.45744227614744,2934615.69,15.436402254420663,49.218232663428005,Sales,11.5,12.3,597.6814032586558,406,44019235.35,1,2024,1,11,3,11,2,False
"Weaver, Barrett and Hubbard",SaaS,1.910432648170872,714410.17,8.161492381517798,9.949279097185023,Marketing,10.1,-0.3,643.6127657657659,1357,6429691.53,0,2021,6,4,4,155,22,False
Newman and Sons,Healthcare,2.289362878301311,5336546.58,6.542252090109714,24.155837568952627,Marketing,9.6,13.2,1998.706584269663,1037,32019279.48,0,2022,4,20,2,110,16,False
"Sims, Shannon and Avery",Retail,2.086967426253177,6544616.07,10.007965568560236,22.74099280356534,Engineering,26.4,10.6,3044.007474418605,576,78535392.84,1,2023,7,25,1,206,30,False
Harris-Lewis,SaaS,2.3076767539938983,3642043.66,9.910850876224073,42.965303597879945,Marketing,13.3,-3.9,890.4752224938876,392,32778392.94,0,2024,1,25,3,25,4,False
Lee-Randolph,Healthcare,2.7657367422096684,7541262.48,6.139912858106339,25.686294670452625,Sales,10.1,14.3,2683.723302491104,1360,45247574.88,0,2021,6,1,1,152,22,False
"White, Hayes and Lucero",SaaS,3.1332713399632963,3182641.48,7.4541521934084285,35.634066328593875,Marketing,27.6,13.6,828.8128854166666,1138,28643773.32,0,2022,1,9,6,9,1,True
Phillips-Taylor,Fintech,1.7172059088486282,9768606.89,16.440266895294428,-0.6474589558585941,Engineering,14.9,-2.0,325620.2296666667,127,156297710.24,0,2024,10,16,2,290,42,False
Gonzalez-Oconnor,SaaS,1.950109359155065,13460891.77,7.009227203164675,-4.2248533217298885,Engineering,21.6,10.8,-43422.23151612904,925,107687134.16,0,2022,8,10,2,222,32,False
Keller PLC,Fintech,1.64145427356658,5247890.89,8.461740100447122,3.3641420727439826,Sales,18.0,-1.7,12494.978309523807,819,41983127.12,0,2022,11,24,3,328,47,False
Benton-Gilmore,Healthcare,0.933899397446786,388283.16,6.507142761957674,4.517138790469443,Operations,28.3,4.4,776.5663199999999,1721,2717982.12,0,2020,6,5,4,157,23,False
Lee-Watkins,SaaS,1.6993482608994015,1069184.45,9.053550343951272,2.891417054457329,Operations,11.0,13.0,2607.766951219512,1419,9622660.05,0,2021,4,3,5,93,13,True
Sullivan-Smith,Fintech,0.9283614119977764,5807170.3,10.431161249979274,11.56357164057468,Marketing,11.0,11.6,4879.975042016807,1560,63878873.3,0,2020,11,13,4,318,46,False
Smith-Gibson,Retail,4.670229720298671,1262598.38,11.204513463401234,50.53252197644755,Marketing,22.5,10.5,251.5136215139442,386,13888582.18,0,2024,1,31,2,31,5,False
Walters-Smith,Fintech,3.257183408206903,3934848.52,6.695299750309274,8.076837790173753,Marketing,10.4,13.5,4471.418772727273,798,27543939.64,0,2022,12,15,3,349,50,False
Price-Contreras,Retail,4.1436363856562615,2305008.87,9.001382945806464,19.821979505692436,Marketing,12.5,13.1,1194.3051139896374,530,20745079.83,0,2023,9,9,5,252,36,True
Peterson-Kent,Fintech,3.88635903225797,8500568.3,4.039262096871035,40.48586382389121,Engineering,27.3,14.2,1981.4844522144524,1528,34002273.2,0,2020,12,15,1,350,51,False
Guzman-Bell,Fintech,2.8179509864931074,1329718.64,8.433887928315345,-4.925513348670899,Sales,27.7,14.1,-2659.43728,1486,11967467.76,0,2021,1,26,1,26,4,False
"Miller, Olson and Brown",Tech,5.318824672134206,5243940.29,8.112843502914522,19.71490389777222,Engineering,21.9,2.0,2016.9001115384613,518,41951522.32,0,2023,9,21,3,264,38,False
Burton Ltd,Retail,3.4140312873516585,3509003.29,13.54558230646082,43.22843832843615,Marketing,17.7,14.3,745.0113142250531,183,52635049.35,1,2024,8,21,2,234,34,False
Thompson-Fernandez,Healthcare,3.711494193285112,4084456.82,7.68299307645135,22.599101451810952,Marketing,9.7,12.0,1653.6262429149797,1027,32675654.56,0,2022,4,30,5,120,17,True
Watts-Bryan,Tech,2.836269520936721,5272534.5,15.3775909135005,28.47993969349436,Sales,9.5,7.4,1903.442057761733,1075,79088017.5,1,2022,3,13,6,72,10,True
Peterson-Castro,Fintech,1.712301652901789,1942664.91,17.827317751126937,3.332225122209384,Engineering,15.7,1.2,4517.825372093023,1482,33025303.47,0,2021,1,30,5,30,4,True
Humphrey and Sons,SaaS,0.9908232902655816,7955279.9,11.90308096271978,28.34886349968965,Sales,19.4,3.0,2478.280342679128,1690,95463358.8,0,2020,7,6,0,188,28,False
Rasmussen Ltd,Healthcare,1.79365496898496,3397461.6,11.84177145039748,8.502400219620936,Sales,7.2,-0.4,3363.8233663366336,1392,40769539.2,0,2021,4,30,4,120,17,False
"Miranda, Hamilton and Wagner",Retail,3.965065051963344,7173303.23,3.94695003416463,36.444128327281724,Sales,15.5,3.6,1917.9955160427808,1377,28693212.92,0,2021,5,15,5,135,19,True
Hayes-Doyle,Retail,2.1289744277928357,1064085.17,11.053696044309673,-0.3777062476754902,Engineering,23.3,2.5,17734.752833333332,901,13833107.21,0,2022,9,3,5,246,35,True
Moran Inc,Fintech,2.1207550268158326,6377675.33,7.822294281203085,35.478713011261895,Sales,29.3,0.2,1598.4148696741854,516,44643727.31,0,2023,9,23,5,266,38,True
Vazquez Ltd,Tech,5.051738984731468,1333454.57,7.303343691298212,2.4540616576498646,Marketing,29.6,1.4,3252.328219512195,1266,12001091.13,0,2021,9,3,4,246,35,False
Garrett-Torres,Fintech,3.861127568602544,2655878.2,5.240982569217084,-0.3762715963259289,Engineering,17.1,11.1,44264.63666666667,632,15935269.2,0,2023,5,30,1,150,22,False
"Riley, Price and Lewis",Fintech,3.8210425028242514,2088753.48,7.6985197134018595,0.7063639264277507,Engineering,17.8,1.4,12286.785176470588,306,16710027.84,0,2024,4,20,5,111,16,True
Stanley-Davis,Tech,1.6914556393944036,3444697.02,10.80823004167655,33.89677810657738,Operations,20.8,6.2,850.5424740740741,174,37891667.22,1,2024,8,30,4,243,35,False
Murray Ltd,Tech,5.015412198011264,2872768.49,12.938295446908327,8.424183635752561,Engineering,28.3,2.0,3056.136691489362,1436,34473221.88,0,2021,3,17,2,76,11,False
Clarke PLC,Retail,2.0429240274882794,902406.74,8.210454064551875,21.51728484150501,Marketing,20.0,-4.7,390.6522683982684,913,8121660.66,0,2022,8,22,0,234,34,False
Chavez-Johnson,Fintech,2.8294008641169435,1423711.29,18.59575540598736,37.76058445275821,Operations,12.1,-1.7,355.04022194513715,1799,27050514.51,0,2020,3,19,3,79,12,False
Castillo-Wiley,Tech,1.9627124391021171,6510943.28,6.765613403433434,32.299743180164185,Operations,7.8,11.5,1828.9166516853932,456,39065659.68,0,2023,11,22,2,326,47,False
"Turner, Joseph and Brooks",Retail,3.202733098406755,3685709.16,7.961718462026069,-0.2248470848784043,Engineering,5.1,-3.2,46071.3645,834,29485673.28,0,2022,11,9,2,313,45,False
Blair Group,Healthcare,1.8581543541414147,3042614.31,14.758159825265109,40.598842392669496,Marketing,29.5,-3.3,658.574525974026,498,39553986.03,1,2023,10,11,2,284,41,False
Khan LLC,Fintech,4.907173048531918,718244.5,5.318282621738705,34.1320212074644,Marketing,12.6,6.8,192.55884718498663,1031,5745956.0,0,2022,4,26,1,116,17,False
"Green, Madden and Gonzalez",Retail,3.040636174349562,1162130.26,8.721484808989693,-3.0988854353246094,Sales,6.3,3.5,-4304.186148148148,274,10459172.34,0,2024,5,22,2,143,21,False
"Cooper, Anderson and Reyes",Tech,2.639137580162315,700398.61,10.157643005259745,1.2439976231685517,Operations,14.3,6.4,3183.6300454545453,1361,7003986.1,0,2021,5,31,0,151,22,False
Kerr-Shaw,Fintech,1.828407109919289,4806827.07,14.14119200432539,35.036202212950265,Engineering,22.6,13.9,1377.3143467048712,613,62488751.91,1,2023,6,18,6,169,24,True
Lewis-Esparza,SaaS,4.807407162632317,2338197.85,3.8555965842772,37.26943223052727,Marketing,12.1,14.1,623.5194266666667,1341,9352791.4,0,2021,6,20,6,171,24,True
Delgado Group,Healthcare,4.082251171386543,4726098.58,12.144099430192377,43.00430616596527,Marketing,21.2,11.2,1199.5174060913705,814,51987084.38,1,2022,11,29,1,333,48,False
"Hernandez, Cook and Kim",Healthcare,3.077477430814512,4989165.62,7.997312423249641,5.820617773206185,Engineering,15.3,12.9,6742.115702702703,940,39913324.96,0,2022,7,26,1,207,30,False
Gonzales-Wagner,Retail,1.6645022848114672,2332117.72,6.600741375948958,30.22786042789839,Sales,14.2,9.3,767.1439868421053,1792,16324824.04,0,2020,3,26,3,86,13,False
Campbell Inc,Healthcare,1.9311542869772809,336547.32,13.997034180351395,21.821398755477965,Marketing,26.3,-0.7,126.52154887218046,780,4375115.16,0,2023,1,2,0,2,1,False
Jones-Martin,SaaS,2.64598862788206,5180980.22,9.29673700181268,43.42479683606396,Engineering,20.6,9.1,1102.3362170212763,750,51809802.2,0,2023,2,1,2,32,5,False
Villarreal PLC,Tech,0.9856357402932272,465048.76,12.591519844875837,30.00161873049482,Engineering,20.6,-2.9,124.34458823529413,912,5115536.36,0,2022,8,23,1,235,34,False
"Brown, Wang and Hughes",SaaS,5.226381430180283,1156391.8,10.646213890666523,28.861641305694132,Operations,19.3,1.3,374.2368284789644,850,11563918.0,0,2022,10,24,0,297,43,False
